,x,y
90,45.226130653266324,344.14092931815884
91,45.7286432160804,356.06106748656396
92,46.23115577889447,370.75779417446
93,46.73366834170854,388.2513848143219
94,47.23618090452261,408.5269218221767
95,47.73869346733668,431.5342859390085
96,48.24120603015075,457.18863589931834
97,48.74371859296482,485.3713700989294
98,49.24623115577889,515.9315571576964
99,49.74874371859296,548.6878156801127
100,50.25125628140703,583.4306172007258
101,50.7537688442211,619.9249803507935
102,51.256281407035175,657.9135187814618
103,51.75879396984924,697.1198004044539
104,52.26130653266331,737.2519711338817
105,52.76381909547738,778.0065925939188
106,53.26633165829145,819.0726402491788
107,53.768844221105525,860.135606159975
108,54.27135678391959,900.881649095046
109,54.77386934673366,941.0017340704517
110,55.27638190954774,980.1957035345267
111,55.778894472361806,1018.1762233829296
112,56.281407035175874,1054.6725487513143
113,56.78391959798994,1089.4340570711406
114,57.28643216080401,1122.2334991509354
115,57.78894472361809,1152.8699230146574
116,58.291457286432156,1181.171229834909
117,58.793969849246224,1206.9963264766045
118,59.2964824120603,1230.2368448434756
119,59.79899497487437,1250.8184043154722
120,60.30150753768844,1268.7013999938906
121,60.804020100502505,1283.881306142318
122,61.306532663316574,1296.3884910313245
123,61.80904522613065,1306.2875462671723
124,62.31155778894472,1313.6761405128564
125,62.81407035175879,1318.6834141973914
126,63.31658291457286,1321.4679382622219
127,63.81909547738693,1322.2152661210719
128,64.321608040201,1321.135113725191
129,64.82412060301507,1318.458207849294
130,65.32663316582914,1314.4328473709802
131,65.82914572864321,1309.321226342489
132,66.33165829145727,1303.3955709916027
133,66.83417085427135,1296.9341453913537
134,67.33668341708542,1290.217182369335
135,67.83919597989949,1283.5227972610298
136,68.34170854271356,1277.122942333206
137,68.84422110552764,1271.27945910994
138,69.3467336683417,1266.2402844336598
139,69.84924623115577,1262.2358639064832
140,70.35175879396985,1259.475823413934
141,70.85427135678391,1258.1459457753397
142,71.35678391959799,1258.4054952444308
143,71.85929648241205,1260.3849276607648
144,72.36180904522612,1264.1840185970004
145,72.8643216080402,1269.8704359356327
146,73.36683417085426,1277.4787770248906
147,73.86934673366834,1287.0100839956615
148,74.3718592964824,1298.4318440620984
149,74.87437185929647,1311.6784747732793
150,75.37688442211055,1326.6522873284755
151,75.87939698492461,1343.2249143109416
152,76.38190954773869,1361.2391816298164
153,76.88442211055276,1380.5113981793136
154,77.38693467336682,1400.8340308173777
155,77.8894472361809,1421.9787268156308
156,78.39195979899498,1443.6996410155662
157,78.89447236180904,1465.7370206118867
158,79.39698492462311,1487.82099683341
159,79.89949748743717,1509.6755298565527
160,80.40201005025125,1531.0224511074894
161,80.90452261306532,1551.5855457173006
162,81.40703517587939,1571.0946173095444
163,81.90954773869346,1589.2894775298594
164,82.41206030150752,1605.9238037693233
165,82.9145728643216,1620.7688103726555
166,83.41708542713567,1633.6166812330812
167,83.91959798994974,1644.2837150210744
168,84.42211055276381,1652.6131383270904
169,84.92462311557789,1658.4775466620804
170,85.42713567839195,1661.7809384883358
171,85.92964824120602,1662.4603131734223
172,86.4321608040201,1660.4868098910492
173,86.93467336683416,1655.8663709484047
174,87.43718592964824,1648.6399197087417
175,87.9396984924623,1638.8830501067196
176,88.44221105527637,1626.7052316259305
177,88.94472361809045,1612.2485404264303
178,89.44723618090451,1595.6859339788882
179,89.94974874371859,1577.219092987235
180,90.45226130653265,1557.075860472951
181,90.95477386934672,1535.5073135655407
182,91.4572864321608,1512.784508715477
183,91.95979899497486,1489.1949456450225
184,92.46231155778894,1465.0387993141617
185,92.96482412060301,1440.6249724475176
186,93.46733668341707,1416.267023697558
187,93.96984924623115,1392.2790282740204
188,94.47236180904522,1368.971428824518
189,94.97487437185929,1346.646934493296
190,95.47738693467336,1325.5965254121218
191,95.97989949748742,1306.0956183986996
192,96.4824120603015,1288.400447374674
193,96.98492462311557,1272.7447089991183
194,97.48743718592964,1259.3365202867733
195,97.98994974874371,1248.3557305957886
196,98.49246231155777,1239.9516253890256
197,98.99497487437185,1234.2410536662148
198,99.49748743718592,1231.3070050090596
199,100.0,1231.1976558615029
